id;nom;insee;adresse;url;type_usagers;gratuit;nb_places;nb_pr;nb_pmr;nb_voitures_electriques;nb_velo;nb_2r_el;nb_autopartage;nb_2_rm;nb_covoit;hauteur_max;num_siret;xlong;ylat;tarif_pmr;tarif_1h;tarif_2h;tarif_3h;tarif_4h;tarif_24h;abo_resident;abo_non_resident;type_ouvrage;info;id_entrees;adress_geo_entrees;arrdt;deleg;tel;horaire_na;asc_surf;date_ta;ab_1m_e;ab_1a_e;tarif_pr;pr_1a_mine;pr_1a_maxe;tarif_res;tf_res_1ae;date_th;tf_15mn_e;tf_30mn_e;tf_1h30_e;tf_7h_e;tf_8h_e;tf_9h_e;tf_10h_e;tf_11h_e;tf_12h_e;abpmr_1m_e;abpmr_1t_e;abpmr_1a_e;mis_a_jour;abve_1m_e;abve_1t_e;abve_1a_e;tmoto_1ehe;abmoto_1me;abmoto_1te;abmoto_1ae;tvelo_1m_e;point_x_entrees;point_y_entrees;zones_res;tf_15mn_mo;tf_30mn_mo;tf_24h_mot;tf_pr_moto;pr_1a_minm;pr_1a_maxm;tf_res_mo;tf_res_1am;parc_amod;ab_1a_patt;parc_relai;ab_1m_rela;tf_res_1me;pass_2rm;pass_2rm_1h;pass_2rm_1m;pass_2rm_3m;pass_2rm_1a;geo_shape;geo_point_2d
75105-P-084;MAUBERT COLLEGE DES BERNARDINS;75105;39 ter boulevard saint germain, 75005, Paris;https://www.saemes.fr/fr/parking/parking-maubert-college-des-bernardins;tous;0;447;0;12;10;12;0;0;10;0;185;31703299300741;2.35091141;48.84949201;tarif_special;4.9;9.8;14.7;19.6;44.1;;250.0;ouvrage;tarif PMR = 2,45 euros;84-E-A;39 TER BOULEVARD SAINT GERMAIN;5;SAEMES;0143269701;7j / 7;OUI;2025-01-01T01:00:00+00:00;250.0;2500.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.25;2.5;7.4;34.3;39.2;44.1;44.1;44.1;44.1;125.0;350.0;1250.0;2025-09-01T02:00:00+00:00;125.0;350.0;1250.0;1.7;87.0;245.0;870.0;18.0;652367.98;6861245.692;;0.45;0.9;15.3;NON;;;NON;;NON;3125.0;NON;;;NON;;;;;"{""coordinates"": [2.3509114061547716, 48.84949200871469], ""type"": ""Point""}";48.84949200871469, 2.3509114061547716
75106-P-160;SAINT GERMAIN (GARAGE);75106;169 ter boulevard saint germain, 75006, Paris;https://fr.parkindigo.com/parking/paris-75000/garage-saint-germain-des-pres-75061300;abonnés;0;246;0;0;0;0;0;0;0;0;190;69200653900138;2.33113826;48.85421111;tarif_special;;;;;;204.0;389.0;ouvrage;;160-E-A;169 TER BOULEVARD SAINT GERMAIN;6;INDIGO;0145491855;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;389.0;4201.0;NON;;;OUI;2244.0;1900-01-01T00:09:21+00:00;;;;;;;;;;194.0;552.0;2042.0;2025-09-01T02:00:00+00:00;272.0;774.0;2858.0;;136.0;387.0;1429.0;10.0;650921.448;6861782.521;1E,4E,5E,5F,5J,6E,6F,6G,7L,7M,7N;;;;NON;;;OUI;792.0;NON;4660.0;NON;;204.0;OUI;;90.0;256.0;990.0;"{""coordinates"": [2.3311382642263347, 48.85421111215649], ""type"": ""Point""}";48.85421111215649, 2.3311382642263347
75104-P-116;RIVOLI SEBASTOPOL;75104;5 ter rue pernelle, 75004, Paris;https://www.saemes.fr/fr/parking/parking-rivoli-sebastopol;tous;0;169;0;4;2;0;0;0;2;0;185;31703299300741;2.34944833;48.85856491;;5.2;10.4;15.6;20.8;46.8;196.0;281.0;ouvrage;;116-E-A;5 TER RUE PERNELLE;4;SAEMES;0142722993;7j / 7;NON;2025-01-01T01:00:00+00:00;281.0;2810.0;NON;;;OUI;1960.0;2025-01-01T01:00:00+00:00;1.3;2.6;7.8;36.4;41.6;46.8;46.8;46.8;46.8;;;;2025-09-01T02:00:00+00:00;140.0;358.0;1400.0;1.8;112.0;287.0;1120.0;;652268.929;6862255.4;1E,2E,3E,4E,34F,5G,5J;0.45;0.9;16.2;NON;;;OUI;840.0;NON;3510.0;NON;;196.0;NON;;;;;"{""coordinates"": [2.349448326542347, 48.858564906696955], ""type"": ""Point""}";48.858564906696955, 2.349448326542347
75112-P-101;MEDITERRANEE;75112;40 rue de chalon, 75012, Paris;https://www.saemes.fr/fr/parking/parking-mediterranee-gare-de-lyon;tous;0;1408;0;15;101;26;6;0;101;0;190;31703299300741;2.37574679;48.84497657;tarif_special;5.4;10.8;16.2;21.6;43.2;;327.0;ouvrage;tarif PMR = 2,70 euros;101-E-A,101-E-B;40 RUE DE CHALON,24 RUE DE CHALON;12;SAEMES;0143074858;7j / 7;OUI;2025-01-01T01:00:00+00:00;327.0;3270.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.35;2.7;8.1;37.8;43.2;43.2;43.2;43.2;43.2;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;245.0;698.0;2452.0;1.85;114.0;325.0;1140.0;10.0;654186.465 | 654287.536;6860728.923 | 6860669.788;;0.5;0.95;14.8;NON;;;OUI;1030.0;NON;4080.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.375746789018631, 48.84497657034854], ""type"": ""Point""}";48.84497657034854, 2.375746789018631
75108-P-110;ALMA GEORGE V;75108;6 ter avenue george v, 75008, Paris;https://fr.parkindigo.com/parking/paris-75008/alma-george-v-75080700;tous;0;232;0;7;20;80;0;0;43;0;190;72205418600035;2.30157196;48.86532864;;5.7;11.4;17.1;22.8;51.3;248.0;355.0;ouvrage;;110-E-A,110-E-B;6 TER AVENUE GEORGE V,17 TER AVENUE GEORGE V;8;INDIGO;0141720261;7j / 7;OUI;2025-04-01T02:00:00+00:00;355.0;3692.0;NON;;;OUI;2584.0;2025-01-01T01:00:00+00:00;1.45;2.9;8.6;39.9;45.6;51.3;51.3;51.3;51.3;;;;2025-09-01T02:00:00+00:00;177.0;504.0;1846.0;;124.0;354.0;1292.0;10.0;648762.974 | 648733.473;6863037.473 | 6863212.76;7E,7G,8E,8F,8H,16G,16H,16I,16K;;;;NON;;;NON;;NON;4615.0;NON;;248.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3015719634876675, 48.865328642631724], ""type"": ""Point""}";48.865328642631724, 2.3015719634876675
75116-P-053;PLACE VICTOR HUGO;75116;76 ter avenue victor hugo, 75016, Paris;https://fr.parkindigo.com/parking/paris-75016/place-victor-hugo-75160400;tous;0;276;0;6;6;5;0;0;6;0;190;72205418600035;2.28454072;48.86938969;tarif_special;5.2;10.4;15.6;20.8;46.8;;360.0;ouvrage;tarif PMR = 2,60 euros;53-E-A;76 TER AVENUE VICTOR HUGO;16;INDIGO;0141720270;7j / 7;OUI;2025-04-01T02:00:00+00:00;360.0;3744.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.3;2.6;7.8;36.4;41.6;46.8;46.8;46.8;46.8;180.0;513.0;1872.0;2025-09-01T02:00:00+00:00;180.0;513.0;1872.0;1.8;126.0;357.0;1310.0;10.0;647517.679;6863500.213;;0.45;0.9;16.2;NON;;;NON;;NON;;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.2845407217105884, 48.86938968994926], ""type"": ""Point""}";48.86938968994926, 2.2845407217105884
75105-P-077;LAGRANGE MAUBERT;75105;19 ter rue lagrange, 75005, Paris;https://www.saemes.fr/fr/parking/parking-lagrange-maubert;tous;0;324;0;8;12;26;3;6;12;0;185;31703299300741;2.34863908;48.8505418;tarif_special;4.8;9.6;14.4;19.2;43.2;219.0;283.0;ouvrage;tarif petit rouleur -46 % = contacter le parc;77-E-A;19 TER RUE LAGRANGE;5;SAEMES;0143258447;7j / 7;OUI;2025-01-01T01:00:00+00:00;283.0;2830.0;OUI;1530.0;2190.0;NON;;2025-01-01T01:00:00+00:00;1.2;2.4;7.2;33.6;38.4;43.2;43.2;43.2;43.2;141.0;396.0;1410.0;2025-09-01T02:00:00+00:00;141.0;396.0;1410.0;1.65;99.0;277.0;990.0;12.0;652202.197;6861363.792;1E,4E,5E,5F,5G,5H,5J,6E,6G;0.45;0.85;14.85;OUI;530.0;760.0;NON;;NON;3530.0;NON;;;NON;;;;;"{""coordinates"": [2.348639083602647, 48.8505417998992], ""type"": ""Point""}";48.8505417998992, 2.348639083602647
75115-P-049;PORTE DE VERSAILLES;75115;40 ter boulevard victor, 75015, Paris;https://www.saemes.fr/fr/parking/parking-porte-de-versailles;tous;0;472;0;10;4;10;0;0;4;0;190;38933781700065;2.28540134;48.83364524;tarif_special;5.0;10.0;15.0;20.0;55.0;180.0;250.0;ouvrage;tarif petit rouleur -44 % = contacter le parc,tarif PMR = 2,50 euros;49-E-A;40 TER BOULEVARD VICTOR;15;SAEMES;0187896258;7j / 7;OUI;2024-11-10T01:00:00+00:00;250.0;2500.0;NON;;;OUI;1800.0;2024-11-10T01:00:00+00:00;1.25;2.5;7.5;35.0;40.0;45.0;50.0;55.0;55.0;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;185.5;525.0;1875.0;1.75;87.0;245.0;875.0;10.0;647544.839;6859525.217;15M,15T,15V,15X;0.4;0.85;19.25;NON;;;OUI;630.0;NON;3130.0;NON;;180.0;NON;;;;;"{""coordinates"": [2.2854013432484974, 48.83364523458729], ""type"": ""Point""}";48.83364523458729, 2.2854013432484974
75116-P-016;PASSY;75116;82 ter rue de passy, 75016, Paris;https://fr.parkindigo.com/parking/paris-75016/passy-75161100;tous;0;344;0;9;18;20;0;0;18;0;190;72204380902362;2.2753247;48.85819322;tarif_special;5.2;10.4;15.6;20.8;46.8;340.0;425.0;ouvrage;tarif petit rouleur -40 % = contacter le parc,tarif PMR = 2,60 euros;16-E-A;82 TER RUE DE PASSY;16;INDIGO;0141720270;7j / 7;OUI;2025-04-01T02:00:00+00:00;425.0;4420.0;OUI;2652.0;3536.0;NON;;2025-01-01T01:00:00+00:00;1.3;2.6;7.8;36.4;41.6;46.8;46.8;46.8;46.8;212.0;603.0;2210.0;2025-09-01T02:00:00+00:00;212.0;603.0;2210.0;1.8;148.0;423.0;1547.0;10.0;646830.233;6862261.43;16K,16L,16M,16N,16P,16R,16S,16T,16U;0.45;0.9;16.2;OUI;927.75;1237.0;NON;;NON;5967.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.275324695859349, 48.858193214612626], ""type"": ""Point""}";48.858193214612626, 2.275324695859349
75112-P-047;REUILLY DIDEROT;75112;30 ter rue de reuilly, 75012, Paris;https://www.saemes.fr/fr/parking/parking-reuilly-diderot;tous;0;135;0;3;2;15;0;1;2;0;185;31703299300741;2.38725815;48.84654591;;4.6;9.2;13.8;18.4;41.4;164.0;206.0;ouvrage;hauteur 350 cm niveau -1 seulement autres niveaux 185;47-E-A;30 TER RUE DE REUILLY;12;SAEMES;0143458121;7j / 7;OUI;2025-01-01T01:00:00+00:00;206.0;2060.0;NON;;;OUI;1640.0;2025-01-01T01:00:00+00:00;1.15;2.3;6.9;32.2;36.8;41.4;41.4;41.4;41.4;;;;2025-09-01T02:00:00+00:00;103.0;288.0;1030.0;1.6;77.0;218.0;803.0;18.0;655032.613;6860896.802;12E,12G,12H,12J,12M,12N,12P,12R,11K,11L;0.4;0.8;14.4;NON;;;OUI;620.0;NON;2570.0;NON;;164.0;NON;;;;;"{""coordinates"": [2.3872581466986835, 48.846545914051106], ""type"": ""Point""}";48.846545914051106, 2.3872581466986835
75104-P-007;HOTEL DE VILLE;75104;6 ter quai de gesvres, 75004, Paris;https://www.saemes.fr/fr/parking/parking-hotel-de-ville;tous;0;457;0;10;10;48;5;0;10;0;180;31703299300741;2.349561;48.85658712;tarif_special;4.6;9.2;13.8;18.4;41.4;232.0;290.0;ouvrage;tarif petit rouleur -40 % = contacter le parc,tarif PMR = 2,30 euros;7-M-A;6 TER QUAI DE GESVRES;4;SAEMES;0142715196;7j / 7;OUI;2025-01-01T01:00:00+00:00;290.0;2900.0;OUI;1740.0;2320.0;NON;;2024-01-01T01:00:00+00:00;1.15;2.3;6.9;32.2;36.8;41.4;41.4;41.4;41.4;145.0;413.0;1450.0;2025-09-01T02:00:00+00:00;145.0;413.0;1450.0;1.6;101.0;289.0;1010.0;18.0;652275.384;6862035.419;1E,2E,3E,4E,34F,5G,5J,6E,11G;0.4;0.8;14.4;NON;;;OUI;700.0;NON;3770.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3495609979908463, 48.85658711867232], ""type"": ""Point""}";48.85658711867232, 2.3495609979908463
75117-P-064;PORTE MAILLOT;75117;16 place de la porte maillot, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/porte-maillot-75172200;tous;0;1293;100;14;333;0;0;0;333;0;190;64202088700419;2.28226367;48.87873861;tarif_special;4.8;9.6;14.4;19.2;43.2;166.0;208.0;ouvrage;tarif petit rouleur -40 % = contacter le parc,tarif PMR = 2,40 euros;64-E-A;16 PLACE DE LA PORTE MAILLOT;17;INDIGO;0141720270;7j / 7;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A;2025-05-01T02:00:00+00:00;208.0;2163.0;OUI;1211.0;1730.0;NON;;2025-02-01T01:00:00+00:00;1.2;2.4;7.2;33.6;38.4;43.2;43.2;43.2;43.2;104.0;294.0;1081.0;2025-09-01T02:00:00+00:00;156.0;441.0;1622.0;1.65;72.0;204.0;757.0;10.0;647360.1;6864541.255;16E,17E,17F;0.45;0.85;14.85;OUI;423.5;605.0;NON;;NON;;OUI;75.0;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.2822636671601897, 48.87873860461066], ""type"": ""Point""}";48.87873860461066, 2.2822636671601897
75112-P-062;BERCY RELAIS MERCURE;75112;69 ter rue de bercy, 75012, Paris;https://all.accor.com/hotel/0941/index.fr.shtml;tous;0;157;0;4;0;0;0;0;0;0;190;40206971000075;2.38153136;48.83817784;;3.6;7.2;10.8;14.4;30.0;;155.0;ouvrage;URL indique est celui de l'hotel dont depend le parc de stationnement;62-M-A;69 TER RUE DE BERCY;12;SIM;0153465050;7j / 7;NON;2013-01-01T01:00:00+00:00;155.0;1860.0;NON;;;NON;;2019-01-01T01:00:00+00:00;0.9;1.8;5.4;22.0;24.0;26.0;28.0;30.0;30.0;;;;2025-09-01T02:00:00+00:00;;;;;;;;;654605.061;6859969.631;;;;;NON;;;NON;;NON;1680.0;NON;;;NON;;;;;"{""coordinates"": [2.3815313586788305, 48.83817784132191], ""type"": ""Point""}";48.83817784132191, 2.3815313586788305
75115-P-118;GENERAL BEURET;75115;31 ter rue du general beuret, 75015, Paris;https://www.saemes.fr/fr/parking/parking-general-beuret;abonnés;0;80;0;1;0;0;0;0;0;0;185;31703299300741;2.3023162;48.84025777;tarif_special;;;;;;;190.0;ouvrage;abonnements avec reservation uniquement;118-E-A;31 TER RUE DU GENERAL BEURET;15;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;261.0;;2025-09-01T02:00:00+00:00;;;;;66.0;183.0;660.0;;648792.939;6860249.353;;;;;NON;;;NON;;NON;1900.0;NON;;;NON;;;;;"{""coordinates"": [2.3023162008076503, 48.84025777306254], ""type"": ""Point""}";48.84025777306254, 2.3023162008076503
75115-P-034;CITROEN CEVENNES;75115;45 bis rue leblanc, 75015, Paris;https://fr.parkindigo.com/parking/paris-75015/citroen-cevennes-75150300;tous;0;449;0;12;6;6;0;0;6;0;190;34900901900085;2.276337;48.83875291;tarif_special;4.4;8.8;13.2;17.6;39.6;159.0;235.0;ouvrage;tarif PMR = 2,20 euros;34-M-A;45 BIS RUE LEBLANC;15;INDIGO;0145484330;7j / 7;OUI;2025-04-01T02:00:00+00:00;235.0;2444.0;NON;;;OUI;1653.0;2025-01-01T01:00:00+00:00;1.1;2.2;6.6;30.8;35.2;39.6;39.6;39.6;39.6;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;164.0;468.0;1710.0;1.5;82.0;234.0;855.0;10.0;646884.694;6860099.19;15M,15N,15P,15W,15X;0.4;0.8;13.5;NON;;;OUI;551.0;NON;3055.0;NON;;159.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.276337004437539, 48.838752905829615], ""type"": ""Point""}";48.838752905829615, 2.276337004437539
75117-P-011;CARNOT;75117;14 ter avenue carnot, 75017, Paris;https://www.saemes.fr/fr/parking/parking-carnot;tous;0;171;0;4;0;24;0;0;0;0;190;31703299300741;2.29327733;48.87597062;tarif_special;4.8;9.6;14.4;19.2;43.2;212.0;265.0;ouvrage;tarif petit rouleur -40 % : contacter le parc;11-E-A;14 TER AVENUE CARNOT;17;SAEMES;0144826800;7j / 7;OUI;2025-01-01T01:00:00+00:00;265.0;2650.0;OUI;1590.0;2120.0;NON;;2025-01-01T01:00:00+00:00;1.2;2.4;7.2;33.6;38.4;43.2;43.2;43.2;43.2;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;198.0;556.0;1980.0;1.65;92.0;259.0;920.0;10.0;648165.083;6864226.19;1E,2E,8E,8F,8G,8H,8J,8K,8L,9E,9G;0.45;0.85;14.85;OUI;550.0;740.0;NON;;NON;3310.0;NON;;;NON;;;;;"{""coordinates"": [2.293277333932048, 48.87597062361851], ""type"": ""Point""}";48.87597062361851, 2.293277333932048
75109-P-023;ANVERS;75109;41 bis boulevard de rochechouart, 75009, Paris;https://www.sags-parking.fr/parking/161/paris-anvers-montmartre;tous;0;486;0;11;247;111;15;11;247;0;190;31703299300741;2.34401878;48.8826603;tarif_special;4.7;9.4;14.1;18.8;42.3;143.0;265.0;ouvrage;tarif PMR = 2,35 euros;23-E-A;41 BIS BOULEVARD DE ROCHECHOUART;9;SAGS;0142810511;7j / 7;OUI;2025-01-01T01:00:00+00:00;265.0;2650.0;NON;;;OUI;1430.0;2025-01-01T01:00:00+00:00;1.2;2.4;7.1;32.9;37.6;42.3;42.3;42.3;42.3;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;214.5;611.1;2144.2;1.6;92.7;259.5;927.0;10.0;651892.83;6864937.925;9E,9F,9G,10G,18F,18G,18H;0.4;0.8;14.4;NON;;;OUI;500.0;NON;3312.0;NON;;143.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3440187836403963, 48.88266030197595], ""type"": ""Point""}";48.88266030197595, 2.3440187836403963
75108-P-030;MADELEINE TRONCHET;75108;21 m place de la madeleine, 75008, Paris;https://www.saemes.fr/fr/parking/parking-madeleine-tronchet;tous;0;938;0;20;476;56;24;12;472;0;190;31703299300741;2.32442949;48.87086907;tarif_special;4.9;9.8;14.7;19.6;44.1;248.0;310.0;ouvrage;tarif petit rouleur -40 % = contacter le parc;30-E-A;21 M PLACE DE LA MADELEINE;8;SAEMES;0144826800;7j / 7;OUI;2025-01-01T01:00:00+00:00;310.0;3100.0;OUI;1860.0;2480.0;NON;;2025-01-01T01:00:00+00:00;1.25;2.5;7.4;34.3;39.2;44.1;44.1;44.1;44.1;155.0;434.0;1550.0;2025-09-01T02:00:00+00:00;248.0;694.0;2480.0;1.7;108.0;303.0;1080.0;13.0;650445.043;6863638.936;1E,2E,8E,8F,8G,8H,8J,8K,8L,9E,9G;0.45;0.9;15.3;OUI;645.0;860.0;NON;;NON;3870.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.324429494702786, 48.87086907286336], ""type"": ""Point""}";48.87086907286336, 2.324429494702786
75117-P-065;PRONY;75117;37 ter rue de prony, 75017, Paris;https://www.saemes.fr/fr/parking/parking-prony;abonnés;0;0;0;0;0;0;0;0;0;0;190;31703299300741;2.30582921;48.88158487;;;;;;;;;ouvrage;abonnes tres longue duree;65-E-A;37 TER RUE DE PRONY;17;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;649091.171;6864842.288;1E,2E,8E,8F,8G,8H,8J,8K,8L,9E,9G;;;;NON;;;NON;;OUI;;NON;;;NON;;;;;"{""coordinates"": [2.3058292146971033, 48.88158486925354], ""type"": ""Point""}";48.88158486925354, 2.3058292146971033
75101-P-104;CROIX DES PETITS CHAMPS;75101;14 rue croix des petits champs, 75001, Paris;https://fr.parkindigo.com/parking/paris-75001/croix-des-petits-champs-75010400;tous;0;328;0;7;0;0;0;1;0;0;190;30464607800481;2.33961047;48.86307153;tarif_special;5.2;10.4;15.6;20.8;46.8;170.0;360.0;ouvrage;tarif PMR = 2,60 euros;104-E-A;14 RUE CROIX DES PETITS CHAMPS;1;INDIGO;0147039221;7j / 7;OUI;2025-02-01T01:00:00+00:00;360.0;3960.0;NON;;;OUI;1700.0;2025-02-01T01:00:00+00:00;1.3;2.6;7.8;36.4;41.6;46.8;46.8;46.8;46.8;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;252.0;706.0;2772.0;1.8;126.0;353.0;1386.0;10.0;651551.332;6862762.49;1E,2E;0.45;0.9;16.2;NON;;;OUI;595.0;NON;4950.0;NON;;170.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3396104742664696, 48.86307152867238], ""type"": ""Point""}";48.86307152867238, 2.3396104742664696
75113-P-163;WATT (RIVE GAUCHE);75113;50 rue watt, 75013, Paris;https://fr.parkindigo.com/parking/paris-75013/zac-rive-gauche-watt-75131300;abonnés;0;485;0;17;0;10;0;0;0;0;190;30464607800481;2.37867831;48.82650967;tarif_special;;;;;;50.0;130.0;ouvrage;;163-E-A;50 RUE WATT;13;INDIGO;0144066050;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;130.0;1365.0;NON;;;OUI;500.0;1900-01-01T00:09:21+00:00;;;;;;;;;;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;91.0;259.0;955.0;;45.0;129.0;477.0;10.0;654385.446;6858673.901;TOUT PARIS;;;;NON;;;OUI;175.0;NON;1706.0;NON;;50.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.378678311474703, 48.8265096709657], ""type"": ""Point""}";48.8265096709657, 2.378678311474703
75109-P-045;MONTHOLON;75109;3 m rue mayran, 75009, Paris;https://fr.parkindigo.com/parking/paris-75009/montholon-75091600;tous;0;414;0;9;23;8;2;0;23;0;190;30464607800481;2.34595065;48.87687366;tarif_special;4.7;9.4;14.1;18.8;42.3;188.0;269.0;ouvrage;tarif petit rouleur -48 % = contacter le parc,tarif PMR = 2,35 euros;45-E-A;3 M RUE MAYRAN;9;INDIGO;0142853757;7j / 7;OUI;2025-05-01T02:00:00+00:00;269.0;2797.0;OUI;1467.75;1957.0;NON;;2025-02-01T01:00:00+00:00;1.2;2.4;7.1;32.9;37.6;42.3;42.3;42.3;42.3;134.0;381.0;1398.0;2025-09-01T02:00:00+00:00;134.0;381.0;1398.0;1.6;94.0;267.0;978.0;10.0;652029.173;6864293.312;9E,9F,9G,10F,10G;0.4;0.8;14.4;OUI;586.5;782.0;NON;;NON;3692.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3459506534003034, 48.87687365443178], ""type"": ""Point""}";48.87687365443178, 2.3459506534003034
75118-P-078;MARCADET;75118;142 a rue marcadet, 75018, Paris;https://www.saemes.fr/fr/parking/parking-marcadet;abonnés;0;48;0;0;0;0;0;0;0;0;200;31703299300741;2.33901161;48.89130624;;;;;;;;216.0;ouvrage;abonnements avec reservation uniquement;78-M-A;142 A RUE MARCADET;18;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;87.0;234.0;870.0;;651533.679;6865902.365;;;;;NON;;;NON;;NON;2160.0;NON;;;NON;;;;;"{""coordinates"": [2.3390116064848248, 48.891306238379784], ""type"": ""Point""}";48.891306238379784, 2.3390116064848248
75114-P-033;MAIRIE DU 14 EME;75114;1 ter rue charles divry, 75014, Paris;https://www.saemes.fr/fr/parking/parking-mairie-du-14eme;abonnés;0;37;0;0;2;0;0;0;2;0;190;31703299300741;2.32738266;48.83305564;tarif_special;;;;;;220.0;275.0;ouvrage;tarif petit rouleur -40 % = contacter le parc;33-E-A;1 TER RUE CHARLES DIVRY;14;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;275.0;2750.0;OUI;1650.0;2200.0;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;137.0;392.0;1370.0;2025-09-01T02:00:00+00:00;137.0;392.0;1370.0;;;;;;650625.845;6859432.591;14H,14J,14L,14M,14N,14P;;;;NON;;;NON;;NON;3430.0;NON;;;NON;;;;;"{""coordinates"": [2.3273826600735887, 48.833055635113055], ""type"": ""Point""}";48.833055635113055, 2.3273826600735887
75118-P-105;CARPEAUX;75118;5 ter rue carpeaux, 75018, Paris;https://www.saemes.fr/fr/parking/parking-carpeaux;abonnés;0;71;0;0;0;0;0;0;0;0;190;31703299300741;2.32973617;48.89029795;tarif_special;;;;;;145.0;200.0;ouvrage;;105-M-A;5 TER RUE CARPEAUX;18;SAEMES;0144829999;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;200.0;2000.0;NON;;;OUI;1450.0;1900-01-01T00:09:21+00:00;;;;;;;;;;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;160.0;448.0;1600.0;;70.0;196.0;700.0;10.0;650852.631;6865795.982;8G,8J,8K,8L,17R,17S,18E,18F,18N,18P;;;;NON;;;OUI;507.5;NON;2500.0;NON;;145.0;OUI;;70.0;199.0;770.0;"{""coordinates"": [2.3297361659554965, 48.890297949678924], ""type"": ""Point""}";48.890297949678924, 2.3297361659554965
75106-P-057;SAINT SULPICE;75106;8 m place saint sulpice, 75006, Paris;https://www.saemes.fr/fr/parking/parking-saint-sulpice;tous;0;559;0;10;48;137;25;0;48;0;190;30464607800481;2.33355769;48.85118161;tarif_special;5.4;10.8;16.2;21.6;48.6;200.0;365.0;ouvrage;;57-E-A;8 M PLACE SAINT SULPICE;6;SAEMES;0187896259;7j / 7;OUI;2024-12-01T01:00:00+00:00;365.0;3650.0;NON;;;OUI;2000.0;2024-12-01T01:00:00+00:00;1.35;2.7;8.1;37.8;43.2;48.6;48.6;48.6;48.6;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;255.5;715.0;2555.0;1.85;127.0;357.0;1270.0;10.0;651096.129;6861444.167;5E,5H,5J,6E,6F,6G,7L,7M,7N;0.45;0.9;17.0;NON;;;OUI;700.0;NON;4560.0;NON;;200.0;NON;1.2;90.0;256.0;990.0;"{""coordinates"": [2.333557689801471, 48.85118160468436], ""type"": ""Point""}";48.85118160468436, 2.333557689801471
75117-P-001;AMPERE;75117;93 ter rue ampere, 75017, Paris;https://fr.parkindigo.com;abonnés;0;0;0;0;0;0;0;0;0;0;190;64202088700419;2.29855692;48.88530074;;;;;;;260.0;325.0;ouvrage;abonnes tres longue duree;1-E-A;93 TER RUE AMPERE;17;INDIGO;0141720270;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;325.0;3250.0;OUI;1950.0;2600.0;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;648561.523;6865260.181;17G,17H,17J,17K,17L,17M,17N;;;;NON;;;NON;;OUI;4062.5;NON;;;NON;;;;;"{""coordinates"": [2.298556924216501, 48.885300738250976], ""type"": ""Point""}";48.885300738250976, 2.298556924216501
